date;unit;consumption;time
02.04.2019;fridge;36,1W;20:15
02.04.2019;fridge;154,1W;20:20
02.04.2019;fridge;154,1W;20:25
02.04.2019;fridge;154,1W;20:30
02.04.2019;fridge;154,1W;20:35
02.04.2019;fridge;154,1W;20:40
02.04.2019;fridge;39,3W;20:45
02.04.2019;fridge;44,6W;20:50
02.04.2019;fridge;44,6W;20:55
02.04.2019;fridge;49,3W;21:00
02.04.2019;fridge;75,9W;21:05
02.04.2019;fridge;75,9W;21:10
02.04.2019;fridge;75,9W;21:15
02.04.2019;fridge;75,9W;21:20
02.04.2019;fridge;75,9W;21:25
02.04.2019;fridge;75,9W;21:30
02.04.2019;fridge;66,3W;21:35
02.04.2019;fridge;66,3W;21:40
02.04.2019;fridge;66,3W;21:45
02.04.2019;fridge;2,7W;21:50
02.04.2019;fridge;2,7W;21:55
02.04.2019;fridge;2,7W;22:00
02.04.2019;fridge;52,9W;22:05
02.04.2019;fridge;67,3W;22:10
02.04.2019;fridge;67,3W;22:15
02.04.2019;fridge;67,3W;22:20
02.04.2019;fridge;67,3W;22:25
02.04.2019;fridge;67,3W;22:30
02.04.2019;fridge;67,3W;22:35
02.04.2019;fridge;67,3W;22:40
02.04.2019;fridge;4,0W;22:45
02.04.2019;fridge;4,0W;22:50
02.04.2019;fridge;1,5W;22:55
02.04.2019;fridge;37,0W;23:00
02.04.2019;fridge;37,5W;23:05
02.04.2019;fridge;37,5W;23:10
02.04.2019;fridge;37,5W;23:15
02.04.2019;fridge;37,4W;23:20
02.04.2019;fridge;35,9W;23:25
02.04.2019;fridge;35,2W;23:30
02.04.2019;fridge;35,2W;23:35
02.04.2019;fridge;34,0W;23:40
02.04.2019;fridge;36,0W;23:45
02.04.2019;fridge;34,8W;23:50
02.04.2019;fridge;34,5W;23:55
03.04.2019;fridge;34,5W;00:00
03.04.2019;fridge;4,1W;00:05
03.04.2019;fridge;2,5W;00:10
03.04.2019;fridge;2,5W;00:15
03.04.2019;fridge;36,0W;00:20
03.04.2019;fridge;36,5W;00:25
03.04.2019;fridge;36,5W;00:30
03.04.2019;fridge;37,9W;00:35
03.04.2019;fridge;37,9W;00:40
03.04.2019;fridge;37,9W;00:45
03.04.2019;fridge;37,9W;00:50
03.04.2019;fridge;35,0W;00:55
03.04.2019;fridge;34,7W;01:00
03.04.2019;fridge;35,1W;01:05
03.04.2019;fridge;35,4W;01:10
03.04.2019;fridge;35,4W;01:15
03.04.2019;fridge;4,0W;01:20
03.04.2019;fridge;4,0W;01:25
03.04.2019;fridge;4,0W;01:30
03.04.2019;fridge;36,1W;01:35
03.04.2019;fridge;36,1W;01:40
03.04.2019;fridge;37,1W;01:45
03.04.2019;fridge;36,8W;01:50
03.04.2019;fridge;35,6W;01:55
03.04.2019;fridge;34,9W;02:00
03.04.2019;fridge;34,1W;02:05
03.04.2019;fridge;34,5W;02:10
03.04.2019;fridge;34,2W;02:15
03.04.2019;fridge;33,9W;02:20
03.04.2019;fridge;34,2W;02:25
03.04.2019;fridge;33,8W;02:30
03.04.2019;fridge;2,1W;02:35
03.04.2019;fridge;2,1W;02:40
03.04.2019;fridge;2,1W;02:45
03.04.2019;fridge;35,7W;02:50
03.04.2019;fridge;36,9W;02:55
03.04.2019;fridge;37,3W;03:00
03.04.2019;fridge;37,3W;03:05
03.04.2019;fridge;37,3W;03:10
03.04.2019;fridge;34,6W;03:15
03.04.2019;fridge;34,0W;03:20
03.04.2019;fridge;34,0W;03:25
03.04.2019;fridge;33,0W;03:30
03.04.2019;fridge;33,2W;03:35
03.04.2019;fridge;33,2W;03:40
03.04.2019;fridge;2,0W;03:45
03.04.2019;fridge;2,0W;03:50
03.04.2019;fridge;1,6W;03:55
03.04.2019;fridge;35,6W;04:00
03.04.2019;fridge;36,2W;04:05
03.04.2019;fridge;36,7W;04:10
03.04.2019;fridge;36,8W;04:15
03.04.2019;fridge;36,8W;04:20
03.04.2019;fridge;34,2W;04:25
03.04.2019;fridge;34,2W;04:30
03.04.2019;fridge;34,2W;04:35
03.04.2019;fridge;34,2W;04:40
03.04.2019;fridge;33,6W;04:45
03.04.2019;fridge;33,5W;04:50
03.04.2019;fridge;1,7W;04:55
03.04.2019;fridge;1,7W;05:00
03.04.2019;fridge;1,7W;05:05
03.04.2019;fridge;35,5W;05:10
03.04.2019;fridge;35,9W;05:15
03.04.2019;fridge;35,9W;05:20
03.04.2019;fridge;35,9W;05:25
03.04.2019;fridge;36,1W;05:30
03.04.2019;fridge;34,5W;05:35
03.04.2019;fridge;34,1W;05:40
03.04.2019;fridge;34,4W;05:45
03.04.2019;fridge;34,0W;05:50
03.04.2019;fridge;33,2W;05:55
03.04.2019;fridge;33,1W;06:00
03.04.2019;fridge;1,9W;06:05
03.04.2019;fridge;1,4W;06:10
03.04.2019;fridge;1,4W;06:15
03.04.2019;fridge;35,3W;06:20
03.04.2019;fridge;36,8W;06:25
03.04.2019;fridge;36,4W;06:30
03.04.2019;fridge;36,4W;06:35
03.04.2019;fridge;35,4W;06:40
03.04.2019;fridge;34,0W;06:45
03.04.2019;fridge;35,0W;06:50
03.04.2019;fridge;33,9W;06:55
03.04.2019;fridge;33,8W;07:00
03.04.2019;fridge;33,8W;07:05
03.04.2019;fridge;32,7W;07:10
03.04.2019;fridge;2,0W;07:15
03.04.2019;fridge;2,0W;07:20
03.04.2019;fridge;29,0W;07:25
03.04.2019;fridge;35,5W;07:30
03.04.2019;fridge;36,0W;07:35
03.04.2019;fridge;36,8W;07:40
03.04.2019;fridge;36,5W;07:45
03.04.2019;fridge;35,8W;07:50
03.04.2019;fridge;34,5W;07:55
03.04.2019;fridge;34,1W;08:00
03.04.2019;fridge;33,3W;08:05
03.04.2019;fridge;33,3W;08:10
03.04.2019;fridge;33,3W;08:15
03.04.2019;fridge;33,9W;08:20
03.04.2019;fridge;2,0W;08:25
03.04.2019;fridge;2,0W;08:30
03.04.2019;fridge;30,1W;08:35
03.04.2019;fridge;35,1W;08:40
03.04.2019;fridge;36,3W;08:45
03.04.2019;fridge;36,3W;08:50
03.04.2019;fridge;36,3W;08:55
03.04.2019;fridge;34,3W;09:00
03.04.2019;fridge;34,0W;09:05
03.04.2019;fridge;33,4W;09:10
03.04.2019;fridge;33,5W;09:15
03.04.2019;fridge;33,8W;09:20
03.04.2019;fridge;33,4W;09:25
03.04.2019;fridge;2,2W;09:30
03.04.2019;fridge;2,2W;09:35
03.04.2019;fridge;2,2W;09:40
03.04.2019;fridge;35,3W;09:45
03.04.2019;fridge;35,8W;09:50
03.04.2019;fridge;36,9W;09:55
03.04.2019;fridge;36,3W;10:00
03.04.2019;fridge;34,7W;10:05
03.04.2019;fridge;34,0W;10:10
03.04.2019;fridge;34,0W;10:15
03.04.2019;fridge;32,3W;10:20
03.04.2019;fridge;2,7W;10:25
03.04.2019;fridge;1,5W;10:30
03.04.2019;fridge;1,5W;10:35
03.04.2019;fridge;1,5W;10:40
03.04.2019;fridge;1,5W;10:45
03.04.2019;fridge;35,8W;10:50
03.04.2019;fridge;35,8W;10:55
03.04.2019;fridge;36,2W;11:00
03.04.2019;fridge;35,8W;11:05
03.04.2019;fridge;35,8W;11:10
03.04.2019;fridge;33,6W;11:15
03.04.2019;fridge;34,1W;11:20
03.04.2019;fridge;34,2W;11:25
03.04.2019;fridge;33,3W;11:30
03.04.2019;fridge;2,7W;11:35
03.04.2019;fridge;1,5W;11:40
03.04.2019;fridge;1,5W;11:45
03.04.2019;fridge;1,9W;11:50
03.04.2019;fridge;30,0W;11:55
03.04.2019;fridge;35,0W;12:00
03.04.2019;fridge;37,3W;12:05
03.04.2019;fridge;37,3W;12:10
03.04.2019;fridge;37,2W;12:15
03.04.2019;fridge;34,4W;12:20
03.04.2019;fridge;34,7W;12:25
03.04.2019;fridge;34,7W;12:30
03.04.2019;fridge;33,2W;12:35
03.04.2019;fridge;34,2W;12:40
03.04.2019;fridge;34,2W;12:45
03.04.2019;fridge;2,6W;12:50
03.04.2019;fridge;1,6W;12:55
03.04.2019;fridge;1,6W;13:00
03.04.2019;fridge;1,6W;13:05
03.04.2019;fridge;33,9W;13:10
03.04.2019;fridge;36,6W;13:15
03.04.2019;fridge;37,9W;13:20
03.04.2019;fridge;37,9W;13:25
03.04.2019;fridge;37,4W;13:30
03.04.2019;fridge;35,6W;13:35
03.04.2019;fridge;187,8W;13:40
03.04.2019;fridge;157,1W;13:45
03.04.2019;fridge;157,1W;13:50
03.04.2019;fridge;154,6W;13:55
03.04.2019;fridge;154,6W;14:00
03.04.2019;fridge;39,4W;14:05
03.04.2019;fridge;44,5W;14:10
03.04.2019;fridge;44,5W;14:15
03.04.2019;fridge;41,9W;14:20
03.04.2019;fridge;41,9W;14:25
03.04.2019;fridge;41,3W;14:30
03.04.2019;fridge;41,3W;14:35
03.04.2019;fridge;41,3W;14:40
03.04.2019;fridge;41,3W;14:45
03.04.2019;fridge;37,5W;14:50
03.04.2019;fridge;37,3W;14:55
03.04.2019;fridge;37,3W;15:00
03.04.2019;fridge;36,3W;15:05
03.04.2019;fridge;36,2W;15:10
03.04.2019;fridge;35,4W;15:15
03.04.2019;fridge;35,5W;15:20
03.04.2019;fridge;35,5W;15:25
03.04.2019;fridge;34,7W;15:30
03.04.2019;fridge;34,7W;15:35
03.04.2019;fridge;37,2W;15:40
03.04.2019;fridge;37,2W;15:45
03.04.2019;fridge;36,6W;15:50
03.04.2019;fridge;35,4W;15:55
03.04.2019;fridge;35,4W;16:00
03.04.2019;fridge;34,4W;16:05
03.04.2019;fridge;34,4W;16:10
03.04.2019;fridge;34,4W;16:15
03.04.2019;fridge;34,2W;16:20
03.04.2019;fridge;33,6W;16:25
03.04.2019;fridge;34,1W;16:30
03.04.2019;fridge;33,5W;16:35
03.04.2019;fridge;1,7W;16:40
03.04.2019;fridge;1,7W;16:45
03.04.2019;fridge;1,7W;16:50
03.04.2019;fridge;35,4W;16:55
03.04.2019;fridge;35,4W;17:00
03.04.2019;fridge;35,4W;17:05
03.04.2019;fridge;35,4W;17:10
03.04.2019;fridge;38,5W;17:15
03.04.2019;fridge;38,5W;17:20
03.04.2019;fridge;35,2W;17:25
03.04.2019;fridge;35,2W;17:30
03.04.2019;fridge;34,3W;17:35
03.04.2019;fridge;34,3W;17:40
03.04.2019;fridge;34,3W;17:45
03.04.2019;fridge;33,9W;17:50
03.04.2019;fridge;33,9W;17:55
03.04.2019;fridge;2,6W;18:00
03.04.2019;fridge;2,6W;18:05
03.04.2019;fridge;2,6W;18:10
03.04.2019;fridge;0,0W;18:15
03.04.2019;fridge;0,0W;18:20
03.04.2019;fridge;0,0W;18:25
03.04.2019;fridge;0,0W;18:30
03.04.2019;fridge;0,0W;18:35
03.04.2019;fridge;0,0W;18:40
03.04.2019;fridge;0,0W;18:45
03.04.2019;fridge;43,5W;18:50
03.04.2019;fridge;93,2W;18:55
03.04.2019;fridge;93,2W;19:00
03.04.2019;fridge;93,2W;19:05
03.04.2019;fridge;93,2W;19:10
03.04.2019;fridge;93,2W;19:15
03.04.2019;fridge;93,2W;19:20
03.04.2019;fridge;93,2W;19:25
03.04.2019;fridge;2,5W;19:30
03.04.2019;fridge;2,5W;19:35
03.04.2019;fridge;2,7W;19:40
03.04.2019;fridge;2,7W;19:45
03.04.2019;fridge;68,4W;19:50
03.04.2019;fridge;68,4W;19:55
03.04.2019;fridge;68,4W;20:00
03.04.2019;fridge;68,4W;20:05
03.04.2019;fridge;68,4W;20:10
03.04.2019;fridge;68,4W;20:15
03.04.2019;fridge;68,4W;20:20
03.04.2019;fridge;68,4W;20:25
03.04.2019;fridge;2,9W;20:30
03.04.2019;fridge;3,1W;20:35
03.04.2019;fridge;3,2W;20:40
03.04.2019;fridge;69,5W;20:45
03.04.2019;fridge;69,5W;20:50
03.04.2019;fridge;69,5W;20:55
03.04.2019;fridge;69,5W;21:00
03.04.2019;fridge;69,5W;21:05
03.04.2019;fridge;69,5W;21:10
03.04.2019;fridge;69,5W;21:15
03.04.2019;fridge;69,5W;21:20
03.04.2019;fridge;69,5W;21:25
03.04.2019;fridge;2,8W;21:30
03.04.2019;fridge;2,8W;21:35
03.04.2019;fridge;2,7W;21:40
03.04.2019;fridge;37,3W;21:45
03.04.2019;fridge;38,2W;21:50
03.04.2019;fridge;38,2W;21:55
03.04.2019;fridge;38,2W;22:00
03.04.2019;fridge;38,2W;22:05
03.04.2019;fridge;38,2W;22:10
03.04.2019;fridge;37,6W;22:15
03.04.2019;fridge;37,6W;22:20
03.04.2019;fridge;36,9W;22:25
03.04.2019;fridge;36,8W;22:30
03.04.2019;fridge;36,6W;22:35
03.04.2019;fridge;179,0W;22:40
03.04.2019;fridge;152,1W;22:45
03.04.2019;fridge;152,1W;22:50
03.04.2019;fridge;152,1W;22:55
03.04.2019;fridge;152,1W;23:00
03.04.2019;fridge;152,1W;23:05
03.04.2019;fridge;45,8W;23:10
03.04.2019;fridge;46,9W;23:15
03.04.2019;fridge;46,9W;23:20
03.04.2019;fridge;46,9W;23:25
03.04.2019;fridge;46,9W;23:30
03.04.2019;fridge;46,9W;23:35
03.04.2019;fridge;42,8W;23:40
03.04.2019;fridge;42,8W;23:45
03.04.2019;fridge;41,4W;23:50
03.04.2019;fridge;41,4W;23:55
04.04.2019;fridge;41,4W;00:00
04.04.2019;fridge;40,0W;00:05
04.04.2019;fridge;38,7W;00:10
04.04.2019;fridge;38,7W;00:15
04.04.2019;fridge;39,0W;00:20
04.04.2019;fridge;39,0W;00:25
04.04.2019;fridge;37,3W;00:30
04.04.2019;fridge;36,6W;00:35
04.04.2019;fridge;38,0W;00:40
04.04.2019;fridge;39,0W;00:45
04.04.2019;fridge;39,0W;00:50
04.04.2019;fridge;39,4W;00:55
04.04.2019;fridge;39,4W;01:00
04.04.2019;fridge;37,0W;01:05
04.04.2019;fridge;37,0W;01:10
04.04.2019;fridge;37,0W;01:15
04.04.2019;fridge;37,0W;01:20
04.04.2019;fridge;37,0W;01:25
04.04.2019;fridge;36,2W;01:30
04.04.2019;fridge;35,3W;01:35
04.04.2019;fridge;35,1W;01:40
04.04.2019;fridge;38,0W;01:45
04.04.2019;fridge;38,0W;01:50
04.04.2019;fridge;38,1W;01:55
04.04.2019;fridge;37,2W;02:00
04.04.2019;fridge;35,3W;02:05
04.04.2019;fridge;64,5W;02:10
04.04.2019;fridge;64,5W;02:15
04.04.2019;fridge;64,5W;02:20
04.04.2019;fridge;64,5W;02:25
04.04.2019;fridge;1,8W;02:30
04.04.2019;fridge;1,8W;02:35
04.04.2019;fridge;1,8W;02:40
04.04.2019;fridge;37,0W;02:45
04.04.2019;fridge;37,0W;02:50
04.04.2019;fridge;37,0W;02:55
04.04.2019;fridge;38,6W;03:00
04.04.2019;fridge;38,5W;03:05
04.04.2019;fridge;38,5W;03:10
04.04.2019;fridge;36,3W;03:15
04.04.2019;fridge;35,1W;03:20
04.04.2019;fridge;35,7W;03:25
04.04.2019;fridge;35,7W;03:30
04.04.2019;fridge;34,2W;03:35
04.04.2019;fridge;34,2W;03:40
04.04.2019;fridge;34,6W;03:45
04.04.2019;fridge;34,7W;03:50
04.04.2019;fridge;36,6W;03:55
04.04.2019;fridge;37,1W;04:00
04.04.2019;fridge;37,3W;04:05
04.04.2019;fridge;37,3W;04:10
04.04.2019;fridge;34,9W;04:15
04.04.2019;fridge;34,1W;04:20
04.04.2019;fridge;34,6W;04:25
04.04.2019;fridge;33,8W;04:30
04.04.2019;fridge;33,7W;04:35
04.04.2019;fridge;34,3W;04:40
04.04.2019;fridge;34,4W;04:45
04.04.2019;fridge;2,0W;04:50
04.04.2019;fridge;2,0W;04:55
04.04.2019;fridge;31,4W;05:00
04.04.2019;fridge;36,2W;05:05
04.04.2019;fridge;35,8W;05:10
04.04.2019;fridge;37,9W;05:15
04.04.2019;fridge;37,9W;05:20
04.04.2019;fridge;36,5W;05:25
04.04.2019;fridge;35,1W;05:30
04.04.2019;fridge;34,3W;05:35
04.04.2019;fridge;34,7W;05:40
04.04.2019;fridge;35,0W;05:45
04.04.2019;fridge;33,0W;05:50
04.04.2019;fridge;33,6W;05:55
04.04.2019;fridge;33,3W;06:00
04.04.2019;fridge;33,0W;06:05
04.04.2019;fridge;1,5W;06:10
04.04.2019;fridge;1,5W;06:15
04.04.2019;fridge;30,3W;06:20
04.04.2019;fridge;36,1W;06:25
04.04.2019;fridge;36,1W;06:30
04.04.2019;fridge;36,1W;06:35
04.04.2019;fridge;36,8W;06:40
04.04.2019;fridge;35,6W;06:45
04.04.2019;fridge;35,4W;06:50
04.04.2019;fridge;35,1W;06:55
04.04.2019;fridge;34,6W;07:00
04.04.2019;fridge;33,9W;07:05
04.04.2019;fridge;34,4W;07:10
04.04.2019;fridge;34,4W;07:15
04.04.2019;fridge;34,0W;07:20
04.04.2019;fridge;4,0W;07:25
04.04.2019;fridge;2,0W;07:30
04.04.2019;fridge;2,0W;07:35
04.04.2019;fridge;36,8W;07:40
04.04.2019;fridge;36,8W;07:45
04.04.2019;fridge;38,2W;07:50
04.04.2019;fridge;38,2W;07:55
04.04.2019;fridge;37,4W;08:00
04.04.2019;fridge;35,7W;08:05
04.04.2019;fridge;35,0W;08:10
04.04.2019;fridge;34,0W;08:15
04.04.2019;fridge;34,5W;08:20
04.04.2019;fridge;33,7W;08:25
04.04.2019;fridge;33,7W;08:30
04.04.2019;fridge;33,7W;08:35
04.04.2019;fridge;33,1W;08:40
04.04.2019;fridge;2,2W;08:45
04.04.2019;fridge;1,6W;08:50
04.04.2019;fridge;30,7W;08:55
04.04.2019;fridge;35,8W;09:00
04.04.2019;fridge;35,5W;09:05
04.04.2019;fridge;37,0W;09:10
04.04.2019;fridge;37,0W;09:15
04.04.2019;fridge;36,1W;09:20
04.04.2019;fridge;34,9W;09:25
04.04.2019;fridge;34,6W;09:30
04.04.2019;fridge;34,4W;09:35
04.04.2019;fridge;34,4W;09:40
04.04.2019;fridge;33,4W;09:45
04.04.2019;fridge;33,2W;09:50
04.04.2019;fridge;33,2W;09:55
04.04.2019;fridge;2,1W;10:00
04.04.2019;fridge;2,1W;10:05
04.04.2019;fridge;28,2W;10:10
04.04.2019;fridge;36,4W;10:15
04.04.2019;fridge;37,5W;10:20
04.04.2019;fridge;37,1W;10:25
04.04.2019;fridge;37,4W;10:30
04.04.2019;fridge;36,0W;10:35
04.04.2019;fridge;34,8W;10:40
04.04.2019;fridge;34,8W;10:45
04.04.2019;fridge;34,8W;10:50
04.04.2019;fridge;34,0W;10:55
04.04.2019;fridge;34,1W;11:00
04.04.2019;fridge;33,9W;11:05
04.04.2019;fridge;33,8W;11:10
04.04.2019;fridge;2,1W;11:15
04.04.2019;fridge;2,1W;11:20
04.04.2019;fridge;2,1W;11:25
04.04.2019;fridge;36,1W;11:30
04.04.2019;fridge;36,7W;11:35
04.04.2019;fridge;37,6W;11:40
04.04.2019;fridge;37,8W;11:45
04.04.2019;fridge;36,1W;11:50
04.04.2019;fridge;34,9W;11:55
04.04.2019;fridge;34,9W;12:00
04.04.2019;fridge;35,5W;12:05
04.04.2019;fridge;34,7W;12:10
04.04.2019;fridge;34,9W;12:15
04.04.2019;fridge;33,8W;12:20
04.04.2019;fridge;34,4W;12:25
04.04.2019;fridge;3,8W;12:30
04.04.2019;fridge;2,2W;12:35
04.04.2019;fridge;2,2W;12:40
04.04.2019;fridge;36,4W;12:45
04.04.2019;fridge;36,5W;12:50
04.04.2019;fridge;37,4W;12:55
04.04.2019;fridge;37,4W;13:00
04.04.2019;fridge;37,4W;13:05
04.04.2019;fridge;36,4W;13:10
04.04.2019;fridge;36,4W;13:15
04.04.2019;fridge;34,8W;13:20
04.04.2019;fridge;34,8W;13:25
04.04.2019;fridge;33,4W;13:30
04.04.2019;fridge;34,4W;13:35
04.04.2019;fridge;34,4W;13:40
04.04.2019;fridge;33,3W;13:45
04.04.2019;fridge;3,7W;13:50
04.04.2019;fridge;1,8W;13:55
04.04.2019;fridge;1,8W;14:00
04.04.2019;fridge;36,0W;14:05
04.04.2019;fridge;36,2W;14:10
04.04.2019;fridge;37,2W;14:15
04.04.2019;fridge;71,0W;14:20
04.04.2019;fridge;71,0W;14:25
04.04.2019;fridge;71,0W;14:30
04.04.2019;fridge;71,0W;14:35
04.04.2019;fridge;71,0W;14:40
04.04.2019;fridge;71,0W;14:45
04.04.2019;fridge;3,8W;14:50
04.04.2019;fridge;3,8W;14:55
04.04.2019;fridge;3,8W;15:00
04.04.2019;fridge;155,5W;15:05
04.04.2019;fridge;155,5W;15:10
04.04.2019;fridge;155,5W;15:15
04.04.2019;fridge;155,5W;15:20
04.04.2019;fridge;155,5W;15:25
04.04.2019;fridge;44,2W;15:30
04.04.2019;fridge;44,8W;15:35
04.04.2019;fridge;44,8W;15:40
04.04.2019;fridge;44,8W;15:45
04.04.2019;fridge;41,7W;15:50
04.04.2019;fridge;41,7W;15:55
04.04.2019;fridge;41,2W;16:00
04.04.2019;fridge;41,2W;16:05
04.04.2019;fridge;40,3W;16:10
04.04.2019;fridge;40,1W;16:15
04.04.2019;fridge;40,1W;16:20
04.04.2019;fridge;40,1W;16:25
04.04.2019;fridge;40,1W;16:30
04.04.2019;fridge;40,1W;16:35
04.04.2019;fridge;38,0W;16:40
04.04.2019;fridge;37,3W;16:45
04.04.2019;fridge;37,0W;16:50
04.04.2019;fridge;37,1W;16:55
04.04.2019;fridge;37,1W;17:00
04.04.2019;fridge;36,1W;17:05
04.04.2019;fridge;36,1W;17:10
04.04.2019;fridge;35,5W;17:15
04.04.2019;fridge;35,1W;17:20
04.04.2019;fridge;36,8W;17:25
04.04.2019;fridge;37,6W;17:30
04.04.2019;fridge;37,7W;17:35
04.04.2019;fridge;37,7W;17:40
04.04.2019;fridge;36,7W;17:45
04.04.2019;fridge;36,5W;17:50
04.04.2019;fridge;36,0W;17:55
04.04.2019;fridge;35,6W;18:00
04.04.2019;fridge;35,0W;18:05
04.04.2019;fridge;34,4W;18:10
04.04.2019;fridge;34,5W;18:15
04.04.2019;fridge;34,7W;18:20
04.04.2019;fridge;54,6W;18:25
04.04.2019;fridge;68,2W;18:30
04.04.2019;fridge;68,2W;18:35
04.04.2019;fridge;68,2W;18:40
04.04.2019;fridge;72,5W;18:45
04.04.2019;fridge;72,5W;18:50
04.04.2019;fridge;72,5W;18:55
04.04.2019;fridge;72,5W;19:00
04.04.2019;fridge;72,5W;19:05
04.04.2019;fridge;3,0W;19:10
04.04.2019;fridge;3,0W;19:15
04.04.2019;fridge;33,2W;19:20
04.04.2019;fridge;68,0W;19:25
04.04.2019;fridge;68,0W;19:30
04.04.2019;fridge;68,0W;19:35
04.04.2019;fridge;68,0W;19:40
04.04.2019;fridge;68,0W;19:45
04.04.2019;fridge;67,2W;19:50
04.04.2019;fridge;67,2W;19:55
04.04.2019;fridge;3,9W;20:00
04.04.2019;fridge;3,9W;20:05
04.04.2019;fridge;2,3W;20:10
04.04.2019;fridge;33,7W;20:15
04.04.2019;fridge;36,9W;20:20
04.04.2019;fridge;37,1W;20:25
04.04.2019;fridge;38,9W;20:30
04.04.2019;fridge;38,9W;20:35
04.04.2019;fridge;38,9W;20:40
04.04.2019;fridge;69,1W;20:45
04.04.2019;fridge;69,1W;20:50
04.04.2019;fridge;69,1W;20:55
04.04.2019;fridge;69,1W;21:00
04.04.2019;fridge;3,9W;21:05
04.04.2019;fridge;2,7W;21:10
04.04.2019;fridge;2,6W;21:15
04.04.2019;fridge;31,7W;21:20
04.04.2019;fridge;68,1W;21:25
04.04.2019;fridge;68,1W;21:30
04.04.2019;fridge;68,1W;21:35
04.04.2019;fridge;68,1W;21:40
04.04.2019;fridge;68,1W;21:45
04.04.2019;fridge;64,5W;21:50
04.04.2019;fridge;2,8W;21:55
04.04.2019;fridge;2,8W;22:00
04.04.2019;fridge;2,8W;22:05
04.04.2019;fridge;32,5W;22:10
04.04.2019;fridge;36,0W;22:15
04.04.2019;fridge;38,3W;22:20
04.04.2019;fridge;187,9W;22:25
04.04.2019;fridge;153,6W;22:30
04.04.2019;fridge;153,6W;22:35
04.04.2019;fridge;153,6W;22:40
04.04.2019;fridge;153,6W;22:45
04.04.2019;fridge;153,4W;22:50
04.04.2019;fridge;42,6W;22:55
04.04.2019;fridge;42,8W;23:00
04.04.2019;fridge;42,8W;23:05
04.04.2019;fridge;42,8W;23:10
04.04.2019;fridge;42,8W;23:15
04.04.2019;fridge;42,8W;23:20
04.04.2019;fridge;42,8W;23:25
04.04.2019;fridge;42,8W;23:30
04.04.2019;fridge;40,2W;23:35
04.04.2019;fridge;40,2W;23:40
04.04.2019;fridge;40,2W;23:45
04.04.2019;fridge;37,3W;23:50
04.04.2019;fridge;37,3W;23:55
7.4.2019;fridge;1,6W;00:00
7.4.2019;fridge;1,8W;00:05
7.4.2019;fridge;34,0W;00:10
7.4.2019;fridge;35,5W;00:15
7.4.2019;fridge;36,6W;00:20
7.4.2019;fridge;36,6W;00:25
7.4.2019;fridge;35,7W;00:30
7.4.2019;fridge;34,5W;00:35
7.4.2019;fridge;34,5W;00:40
7.4.2019;fridge;33,7W;00:45
7.4.2019;fridge;33,6W;00:50
7.4.2019;fridge;33,6W;00:55
7.4.2019;fridge;1,4W;01:00
7.4.2019;fridge;1,4W;01:05
7.4.2019;fridge;1,4W;01:10
7.4.2019;fridge;1,4W;01:15
7.4.2019;fridge;33,4W;01:20
7.4.2019;fridge;33,5W;01:25
7.4.2019;fridge;33,5W;01:30
7.4.2019;fridge;37,2W;01:35
7.4.2019;fridge;37,2W;01:40
7.4.2019;fridge;34,7W;01:45
7.4.2019;fridge;34,7W;01:50
7.4.2019;fridge;34,7W;01:55
7.4.2019;fridge;34,0W;02:00
7.4.2019;fridge;33,2W;02:05
7.4.2019;fridge;33,2W;02:10
7.4.2019;fridge;2,7W;02:15
7.4.2019;fridge;2,7W;02:20
7.4.2019;fridge;2,7W;02:25
7.4.2019;fridge;2,7W;02:30
7.4.2019;fridge;36,1W;02:35
7.4.2019;fridge;35,0W;02:40
7.4.2019;fridge;36,9W;02:45
7.4.2019;fridge;36,9W;02:50
7.4.2019;fridge;36,9W;02:55
7.4.2019;fridge;36,9W;03:00
7.4.2019;fridge;34,1W;03:05
7.4.2019;fridge;34,0W;03:10
7.4.2019;fridge;33,8W;03:15
7.4.2019;fridge;33,2W;03:20
7.4.2019;fridge;2,8W;03:25
7.4.2019;fridge;2,8W;03:30
7.4.2019;fridge;2,8W;03:35
7.4.2019;fridge;2,8W;03:40
7.4.2019;fridge;26,9W;03:45
7.4.2019;fridge;35,0W;03:50
7.4.2019;fridge;36,3W;03:55
7.4.2019;fridge;38,3W;04:00
7.4.2019;fridge;38,3W;04:05
7.4.2019;fridge;35,4W;04:10
7.4.2019;fridge;33,2W;04:15
7.4.2019;fridge;33,5W;04:20
7.4.2019;fridge;33,3W;04:25
7.4.2019;fridge;32,8W;04:30
7.4.2019;fridge;2,6W;04:35
7.4.2019;fridge;1,5W;04:40
7.4.2019;fridge;1,7W;04:45
7.4.2019;fridge;1,7W;04:50
7.4.2019;fridge;24,0W;04:55
7.4.2019;fridge;34,7W;05:00
7.4.2019;fridge;35,7W;05:05
7.4.2019;fridge;36,9W;05:10
7.4.2019;fridge;36,9W;05:15
7.4.2019;fridge;34,4W;05:20
7.4.2019;fridge;35,3W;05:25
7.4.2019;fridge;35,3W;05:30
7.4.2019;fridge;33,0W;05:35
7.4.2019;fridge;32,7W;05:40
7.4.2019;fridge;2,6W;05:45
7.4.2019;fridge;2,6W;05:50
7.4.2019;fridge;2,6W;05:55
7.4.2019;fridge;2,6W;06:00
7.4.2019;fridge;2,6W;06:05
7.4.2019;fridge;33,5W;06:10
7.4.2019;fridge;35,4W;06:15
7.4.2019;fridge;35,8W;06:20
7.4.2019;fridge;35,8W;06:25
