date;unit;consumption;time
28.3.2019;fridge;153,6W;10:00
28.3.2019;fridge;153,6W;10:05
28.3.2019;fridge;42,5W;10:10
28.3.2019;fridge;45,4W;10:15
28.3.2019;fridge;45,4W;10:20
28.3.2019;fridge;42,2W;10:25
28.3.2019;fridge;40,8W;10:30
28.3.2019;fridge;40,1W;10:35
28.3.2019;fridge;40,1W;10:40
28.3.2019;fridge;37,1W;10:45
28.3.2019;fridge;36,0W;10:50
28.3.2019;fridge;36,0W;10:55
28.3.2019;fridge;70,6W;11:00
28.3.2019;fridge;70,6W;11:05
28.3.2019;fridge;70,6W;11:10
28.3.2019;fridge;66,6W;11:15
28.3.2019;fridge;66,3W;11:20
28.3.2019;fridge;66,3W;11:25
28.3.2019;fridge;66,3W;11:30
28.3.2019;fridge;66,3W;11:35
28.3.2019;fridge;2,5W;11:40
28.3.2019;fridge;2,5W;11:45
28.3.2019;fridge;2,5W;11:50
28.3.2019;fridge;2,5W;11:55
28.3.2019;fridge;52,4W;12:00
28.3.2019;fridge;52,4W;12:05
28.3.2019;fridge;52,4W;12:10
28.3.2019;fridge;52,4W;12:15
28.3.2019;fridge;52,4W;12:20
28.3.2019;fridge;52,4W;12:25
28.3.2019;fridge;1,3W;12:30
28.3.2019;fridge;1,6W;12:35
28.3.2019;fridge;1,6W;12:40
28.3.2019;fridge;1,8W;12:45
28.3.2019;fridge;28,7W;12:50
28.3.2019;fridge;35,1W;12:55
28.3.2019;fridge;35,3W;13:00
28.3.2019;fridge;38,4W;13:05
28.3.2019;fridge;38,4W;13:10
28.3.2019;fridge;34,8W;13:15
28.3.2019;fridge;34,8W;13:20
28.3.2019;fridge;34,8W;13:25
28.3.2019;fridge;34,8W;13:30
28.3.2019;fridge;34,7W;13:35
28.3.2019;fridge;34,4W;13:40
28.3.2019;fridge;2,5W;13:45
28.3.2019;fridge;2,5W;13:50
28.3.2019;fridge;2,7W;13:55
28.3.2019;fridge;2,7W;14:00
28.3.2019;fridge;35,9W;14:05
28.3.2019;fridge;36,9W;14:10
28.3.2019;fridge;37,0W;14:15
28.3.2019;fridge;38,5W;14:20
28.3.2019;fridge;36,4W;14:25
28.3.2019;fridge;36,4W;14:30
28.3.2019;fridge;34,8W;14:35
28.3.2019;fridge;34,8W;14:40
28.3.2019;fridge;35,7W;14:45
28.3.2019;fridge;34,4W;14:50
28.3.2019;fridge;34,4W;14:55
28.3.2019;fridge;2,4W;15:00
28.3.2019;fridge;2,5W;15:05
28.3.2019;fridge;2,5W;15:10
28.3.2019;fridge;25,9W;15:15
28.3.2019;fridge;35,9W;15:20
28.3.2019;fridge;36,3W;15:25
28.3.2019;fridge;37,1W;15:30
28.3.2019;fridge;36,0W;15:35
28.3.2019;fridge;35,1W;15:40
28.3.2019;fridge;33,4W;15:45
28.3.2019;fridge;33,4W;15:50
28.3.2019;fridge;33,6W;15:55
28.3.2019;fridge;33,1W;16:00
28.3.2019;fridge;2,7W;16:05
28.3.2019;fridge;1,8W;16:10
28.3.2019;fridge;1,8W;16:15
28.3.2019;fridge;1,8W;16:20
28.3.2019;fridge;26,6W;16:25
28.3.2019;fridge;35,5W;16:30
28.3.2019;fridge;34,9W;16:35
28.3.2019;fridge;36,1W;16:40
28.3.2019;fridge;36,1W;16:45
28.3.2019;fridge;34,1W;16:50
28.3.2019;fridge;34,1W;16:55
28.3.2019;fridge;57,2W;17:00
28.3.2019;fridge;57,2W;17:05
28.3.2019;fridge;2,8W;17:10
28.3.2019;fridge;2,8W;17:15
28.3.2019;fridge;2,8W;17:20
28.3.2019;fridge;2,8W;17:25
28.3.2019;fridge;2,8W;17:30
28.3.2019;fridge;31,1W;17:35
28.3.2019;fridge;51,5W;17:40
28.3.2019;fridge;72,4W;17:45
28.3.2019;fridge;72,4W;17:50
28.3.2019;fridge;72,4W;17:55
28.3.2019;fridge;72,4W;18:00
28.3.2019;fridge;72,4W;18:05
28.3.2019;fridge;1,6W;18:10
28.3.2019;fridge;1,6W;18:15
28.3.2019;fridge;2,5W;18:20
28.3.2019;fridge;2,8W;18:25
28.3.2019;fridge;2,8W;18:30
28.3.2019;fridge;67,2W;18:35
28.3.2019;fridge;67,2W;18:40
28.3.2019;fridge;70,2W;18:45
28.3.2019;fridge;70,2W;18:50
28.3.2019;fridge;70,2W;18:55
28.3.2019;fridge;70,2W;19:00
28.3.2019;fridge;150,6W;19:05
28.3.2019;fridge;150,6W;19:10
28.3.2019;fridge;150,6W;19:15
28.3.2019;fridge;150,6W;19:20
28.3.2019;fridge;150,6W;19:25
28.3.2019;fridge;150,6W;19:30
28.3.2019;fridge;41,1W;19:35
28.3.2019;fridge;41,1W;19:40
28.3.2019;fridge;41,6W;19:45
28.3.2019;fridge;41,6W;19:50
28.3.2019;fridge;41,6W;19:55
28.3.2019;fridge;41,6W;20:00
28.3.2019;fridge;71,0W;20:05
28.3.2019;fridge;71,0W;20:10
28.3.2019;fridge;71,0W;20:15
28.3.2019;fridge;71,0W;20:20
28.3.2019;fridge;71,0W;20:25
28.3.2019;fridge;71,0W;20:30
28.3.2019;fridge;71,0W;20:35
28.3.2019;fridge;71,0W;20:40
28.3.2019;fridge;2,5W;20:45
28.3.2019;fridge;2,5W;20:50
28.3.2019;fridge;2,6W;20:55
28.3.2019;fridge;67,4W;21:00
28.3.2019;fridge;67,4W;21:05
28.3.2019;fridge;67,4W;21:10
28.3.2019;fridge;67,4W;21:15
28.3.2019;fridge;67,4W;21:20
28.3.2019;fridge;67,4W;21:25
28.3.2019;fridge;67,4W;21:30
28.3.2019;fridge;67,4W;21:35
28.3.2019;fridge;3,9W;21:40
28.3.2019;fridge;3,9W;21:45
28.3.2019;fridge;2,5W;21:50
28.3.2019;fridge;37,0W;21:55
28.3.2019;fridge;37,6W;22:00
28.3.2019;fridge;38,3W;22:05
28.3.2019;fridge;38,3W;22:10
28.3.2019;fridge;38,0W;22:15
28.3.2019;fridge;34,9W;22:20
28.3.2019;fridge;35,0W;22:25
28.3.2019;fridge;35,0W;22:30
28.3.2019;fridge;35,1W;22:35
28.3.2019;fridge;35,3W;22:40
28.3.2019;fridge;34,5W;22:45
28.3.2019;fridge;35,1W;22:50
28.3.2019;fridge;35,1W;22:55
28.3.2019;fridge;37,4W;23:00
28.3.2019;fridge;36,0W;23:05
28.3.2019;fridge;34,9W;23:10
28.3.2019;fridge;34,9W;23:15
28.3.2019;fridge;34,9W;23:20
28.3.2019;fridge;33,8W;23:25
28.3.2019;fridge;3,9W;23:30
28.3.2019;fridge;2,6W;23:35
28.3.2019;fridge;2,7W;23:40
28.3.2019;fridge;36,4W;23:45
28.3.2019;fridge;36,9W;23:50
28.3.2019;fridge;37,2W;23:55
01.04.2019;fridge;38,2W;00:00
01.04.2019;fridge;37,3W;00:05
01.04.2019;fridge;37,3W;00:10
01.04.2019;fridge;38,7W;00:15
01.04.2019;fridge;38,7W;00:20
01.04.2019;fridge;38,7W;00:25
01.04.2019;fridge;38,7W;00:30
01.04.2019;fridge;36,4W;00:35
01.04.2019;fridge;36,4W;00:40
01.04.2019;fridge;35,8W;00:45
01.04.2019;fridge;36,2W;00:50
01.04.2019;fridge;35,7W;00:55
01.04.2019;fridge;35,7W;01:00
01.04.2019;fridge;35,7W;01:05
01.04.2019;fridge;35,4W;01:10
01.04.2019;fridge;37,1W;01:15
01.04.2019;fridge;37,6W;01:20
01.04.2019;fridge;38,2W;01:25
01.04.2019;fridge;38,2W;01:30
01.04.2019;fridge;38,2W;01:35
01.04.2019;fridge;63,5W;01:40
01.04.2019;fridge;63,5W;01:45
01.04.2019;fridge;64,4W;01:50
01.04.2019;fridge;64,4W;01:55
01.04.2019;fridge;4,0W;02:00
01.04.2019;fridge;2,1W;02:05
01.04.2019;fridge;2,1W;02:10
01.04.2019;fridge;36,8W;02:15
01.04.2019;fridge;37,2W;02:20
01.04.2019;fridge;37,4W;02:25
01.04.2019;fridge;39,4W;02:30
01.04.2019;fridge;39,4W;02:35
01.04.2019;fridge;36,3W;02:40
01.04.2019;fridge;36,3W;02:45
01.04.2019;fridge;35,8W;02:50
01.04.2019;fridge;34,4W;02:55
01.04.2019;fridge;35,5W;03:00
01.04.2019;fridge;35,5W;03:05
01.04.2019;fridge;35,3W;03:10
01.04.2019;fridge;34,0W;03:15
01.04.2019;fridge;33,9W;03:20
01.04.2019;fridge;35,2W;03:25
01.04.2019;fridge;35,2W;03:30
01.04.2019;fridge;37,0W;03:35
01.04.2019;fridge;37,0W;03:40
01.04.2019;fridge;35,2W;03:45
01.04.2019;fridge;35,2W;03:50
01.04.2019;fridge;34,4W;03:55
01.04.2019;fridge;34,2W;04:00
01.04.2019;fridge;34,4W;04:05
01.04.2019;fridge;34,4W;04:10
01.04.2019;fridge;34,3W;04:15
01.04.2019;fridge;2,1W;04:20
01.04.2019;fridge;2,1W;04:25
01.04.2019;fridge;29,2W;04:30
01.04.2019;fridge;36,1W;04:35
01.04.2019;fridge;37,6W;04:40
01.04.2019;fridge;37,9W;04:45
01.04.2019;fridge;37,5W;04:50
01.04.2019;fridge;37,2W;04:55
01.04.2019;fridge;37,2W;05:00
01.04.2019;fridge;34,7W;05:05
01.04.2019;fridge;34,5W;05:10
01.04.2019;fridge;34,5W;05:15
01.04.2019;fridge;33,6W;05:20
01.04.2019;fridge;33,7W;05:25
01.04.2019;fridge;33,9W;05:30
01.04.2019;fridge;3,9W;05:35
01.04.2019;fridge;2,0W;05:40
01.04.2019;fridge;2,0W;05:45
01.04.2019;fridge;35,9W;05:50
01.04.2019;fridge;36,8W;05:55
01.04.2019;fridge;37,7W;06:00
01.04.2019;fridge;38,3W;06:05
01.04.2019;fridge;37,3W;06:10
01.04.2019;fridge;37,3W;06:15
01.04.2019;fridge;35,2W;06:20
01.04.2019;fridge;35,2W;06:25
01.04.2019;fridge;34,5W;06:30
01.04.2019;fridge;34,1W;06:35
01.04.2019;fridge;34,5W;06:40
01.04.2019;fridge;33,2W;06:45
01.04.2019;fridge;33,5W;06:50
01.04.2019;fridge;2,1W;06:55
01.04.2019;fridge;2,1W;07:00
01.04.2019;fridge;28,8W;07:05
01.04.2019;fridge;35,4W;07:10
01.04.2019;fridge;36,3W;07:15
01.04.2019;fridge;37,9W;07:20
01.04.2019;fridge;37,9W;07:25
01.04.2019;fridge;35,4W;07:30
01.04.2019;fridge;35,1W;07:35
01.04.2019;fridge;34,9W;07:40
01.04.2019;fridge;34,6W;07:45
01.04.2019;fridge;34,8W;07:50
01.04.2019;fridge;33,8W;07:55
01.04.2019;fridge;33,3W;08:00
01.04.2019;fridge;32,8W;08:05
01.04.2019;fridge;2,5W;08:10
01.04.2019;fridge;2,5W;08:15
01.04.2019;fridge;30,8W;08:20
01.04.2019;fridge;35,4W;08:25
01.04.2019;fridge;36,8W;08:30
01.04.2019;fridge;37,1W;08:35
01.04.2019;fridge;37,4W;08:40
01.04.2019;fridge;35,3W;08:45
01.04.2019;fridge;35,1W;08:50
01.04.2019;fridge;34,4W;08:55
01.04.2019;fridge;34,8W;09:00
01.04.2019;fridge;34,0W;09:05
01.04.2019;fridge;33,6W;09:10
01.04.2019;fridge;33,5W;09:15
01.04.2019;fridge;4,0W;09:20
01.04.2019;fridge;1,5W;09:25
01.04.2019;fridge;1,5W;09:30
01.04.2019;fridge;34,5W;09:35
01.04.2019;fridge;35,5W;09:40
01.04.2019;fridge;37,3W;09:45
01.04.2019;fridge;37,3W;09:50
01.04.2019;fridge;36,7W;09:55
01.04.2019;fridge;34,4W;10:00
01.04.2019;fridge;34,1W;10:05
01.04.2019;fridge;34,0W;10:10
01.04.2019;fridge;34,2W;10:15
01.04.2019;fridge;34,0W;10:20
01.04.2019;fridge;34,0W;10:25
01.04.2019;fridge;4,0W;10:30
01.04.2019;fridge;2,3W;10:35
01.04.2019;fridge;2,3W;10:40
01.04.2019;fridge;35,1W;10:45
01.04.2019;fridge;35,8W;10:50
01.04.2019;fridge;36,4W;10:55
01.04.2019;fridge;36,1W;11:00
01.04.2019;fridge;34,0W;11:05
01.04.2019;fridge;34,4W;11:10
01.04.2019;fridge;34,4W;11:15
01.04.2019;fridge;33,5W;11:20
01.04.2019;fridge;33,0W;11:25
01.04.2019;fridge;1,5W;11:30
01.04.2019;fridge;1,5W;11:35
01.04.2019;fridge;1,5W;11:40
01.04.2019;fridge;1,5W;11:45
01.04.2019;fridge;34,4W;11:50
01.04.2019;fridge;35,8W;11:55
01.04.2019;fridge;37,0W;12:00
01.04.2019;fridge;37,0W;12:05
01.04.2019;fridge;37,0W;12:10
01.04.2019;fridge;34,4W;12:15
01.04.2019;fridge;34,4W;12:20
01.04.2019;fridge;34,3W;12:25
01.04.2019;fridge;34,3W;12:30
01.04.2019;fridge;33,2W;12:35
01.04.2019;fridge;1,6W;12:40
01.04.2019;fridge;1,6W;12:45
01.04.2019;fridge;1,6W;12:50
01.04.2019;fridge;1,3W;12:55
01.04.2019;fridge;33,8W;13:00
01.04.2019;fridge;36,4W;13:05
01.04.2019;fridge;36,7W;13:10
01.04.2019;fridge;36,9W;13:15
01.04.2019;fridge;36,2W;13:20
01.04.2019;fridge;34,7W;13:25
01.04.2019;fridge;34,0W;13:30
01.04.2019;fridge;34,6W;13:35
01.04.2019;fridge;33,9W;13:40
01.04.2019;fridge;33,7W;13:45
01.04.2019;fridge;1,6W;13:50
01.04.2019;fridge;1,5W;13:55
01.04.2019;fridge;1,5W;14:00
01.04.2019;fridge;1,5W;14:05
01.04.2019;fridge;35,0W;14:10
01.04.2019;fridge;36,3W;14:15
01.04.2019;fridge;35,2W;14:20
01.04.2019;fridge;35,2W;14:25
01.04.2019;fridge;35,5W;14:30
01.04.2019;fridge;35,5W;14:35
01.04.2019;fridge;35,5W;14:40
01.04.2019;fridge;34,0W;14:45
01.04.2019;fridge;34,0W;14:50
01.04.2019;fridge;33,6W;14:55
01.04.2019;fridge;2,5W;15:00
01.04.2019;fridge;1,5W;15:05
01.04.2019;fridge;1,5W;15:10
01.04.2019;fridge;1,5W;15:15
01.04.2019;fridge;34,3W;15:20
01.04.2019;fridge;36,6W;15:25
01.04.2019;fridge;36,6W;15:30
01.04.2019;fridge;36,8W;15:35
01.04.2019;fridge;35,3W;15:40
01.04.2019;fridge;34,8W;15:45
01.04.2019;fridge;35,5W;15:50
01.04.2019;fridge;33,9W;15:55
01.04.2019;fridge;33,5W;16:00
01.04.2019;fridge;34,5W;16:05
01.04.2019;fridge;33,2W;16:10
01.04.2019;fridge;1,5W;16:15
01.04.2019;fridge;1,5W;16:20
01.04.2019;fridge;1,5W;16:25
01.04.2019;fridge;1,5W;16:30
01.04.2019;fridge;36,2W;16:35
01.04.2019;fridge;36,5W;16:40
01.04.2019;fridge;37,5W;16:45
01.04.2019;fridge;37,3W;16:50
01.04.2019;fridge;37,3W;16:55
01.04.2019;fridge;35,7W;17:00
01.04.2019;fridge;35,1W;17:05
01.04.2019;fridge;34,9W;17:10
01.04.2019;fridge;34,9W;17:15
01.04.2019;fridge;34,5W;17:20
01.04.2019;fridge;2,8W;17:25
01.04.2019;fridge;1,4W;17:30
01.04.2019;fridge;1,4W;17:35
01.04.2019;fridge;1,4W;17:40
01.04.2019;fridge;26,6W;17:45
01.04.2019;fridge;36,2W;17:50
01.04.2019;fridge;36,8W;17:55
01.04.2019;fridge;36,8W;18:00
01.04.2019;fridge;36,8W;18:05
01.04.2019;fridge;35,5W;18:10
01.04.2019;fridge;35,5W;18:15
01.04.2019;fridge;35,2W;18:20
01.04.2019;fridge;35,2W;18:25
01.04.2019;fridge;34,2W;18:30
01.04.2019;fridge;33,4W;18:35
01.04.2019;fridge;2,8W;18:40
01.04.2019;fridge;2,8W;18:45
01.04.2019;fridge;2,8W;18:50
01.04.2019;fridge;1,8W;18:55
01.04.2019;fridge;35,5W;19:00
01.04.2019;fridge;36,0W;19:05
01.04.2019;fridge;37,0W;19:10
01.04.2019;fridge;37,2W;19:15
01.04.2019;fridge;35,8W;19:20
01.04.2019;fridge;35,1W;19:25
01.04.2019;fridge;35,2W;19:30
01.04.2019;fridge;34,0W;19:35
01.04.2019;fridge;33,5W;19:40
01.04.2019;fridge;33,5W;19:45
01.04.2019;fridge;2,5W;19:50
01.04.2019;fridge;1,6W;19:55
01.04.2019;fridge;1,6W;20:00
01.04.2019;fridge;1,6W;20:05
01.04.2019;fridge;29,1W;20:10
01.04.2019;fridge;34,7W;20:15
01.04.2019;fridge;36,6W;20:20
01.04.2019;fridge;37,7W;20:25
01.04.2019;fridge;37,1W;20:30
01.04.2019;fridge;65,4W;20:35
01.04.2019;fridge;65,4W;20:40
01.04.2019;fridge;65,4W;20:45
01.04.2019;fridge;2,9W;20:50
01.04.2019;fridge;2,9W;20:55
01.04.2019;fridge;2,9W;21:00
01.04.2019;fridge;2,7W;21:05
01.04.2019;fridge;2,7W;21:10
01.04.2019;fridge;67,0W;21:15
01.04.2019;fridge;67,0W;21:20
01.04.2019;fridge;67,0W;21:25
01.04.2019;fridge;67,0W;21:30
01.04.2019;fridge;186,6W;21:35
01.04.2019;fridge;157,0W;21:40
01.04.2019;fridge;157,0W;21:45
01.04.2019;fridge;157,0W;21:50
01.04.2019;fridge;152,8W;21:55
01.04.2019;fridge;54,4W;22:00
01.04.2019;fridge;45,1W;22:05
01.04.2019;fridge;45,1W;22:10
01.04.2019;fridge;45,1W;22:15
01.04.2019;fridge;45,1W;22:20
01.04.2019;fridge;41,3W;22:25
01.04.2019;fridge;41,3W;22:30
01.04.2019;fridge;41,3W;22:35
01.04.2019;fridge;37,8W;22:40
01.04.2019;fridge;36,9W;22:45
01.04.2019;fridge;36,0W;22:50
01.04.2019;fridge;36,0W;22:55
01.04.2019;fridge;35,7W;23:00
01.04.2019;fridge;35,7W;23:05
01.04.2019;fridge;35,2W;23:10
01.04.2019;fridge;35,4W;23:15
01.04.2019;fridge;34,8W;23:20
01.04.2019;fridge;34,6W;23:25
01.04.2019;fridge;34,4W;23:30
01.04.2019;fridge;34,5W;23:35
01.04.2019;fridge;36,0W;23:40
01.04.2019;fridge;36,0W;23:45
01.04.2019;fridge;36,7W;23:50
01.04.2019;fridge;36,7W;23:55
02.04.2019;fridge;35,0W;00:00
02.04.2019;fridge;34,5W;00:05
02.04.2019;fridge;33,5W;00:10
02.04.2019;fridge;33,8W;00:15
02.04.2019;fridge;34,4W;00:20
02.04.2019;fridge;33,4W;00:25
02.04.2019;fridge;2,7W;00:30
02.04.2019;fridge;2,7W;00:35
02.04.2019;fridge;2,7W;00:40
02.04.2019;fridge;2,7W;00:45
02.04.2019;fridge;35,7W;00:50
02.04.2019;fridge;35,7W;00:55
02.04.2019;fridge;37,4W;01:00
02.04.2019;fridge;37,4W;01:05
02.04.2019;fridge;37,4W;01:10
02.04.2019;fridge;35,2W;01:15
02.04.2019;fridge;35,0W;01:20
02.04.2019;fridge;34,5W;01:25
02.04.2019;fridge;34,5W;01:30
02.04.2019;fridge;33,8W;01:35
02.04.2019;fridge;33,7W;01:40
02.04.2019;fridge;33,4W;01:45
02.04.2019;fridge;1,6W;01:50
02.04.2019;fridge;1,6W;01:55
02.04.2019;fridge;1,6W;02:00
02.04.2019;fridge;33,0W;02:05
02.04.2019;fridge;35,8W;02:10
02.04.2019;fridge;35,9W;02:15
02.04.2019;fridge;37,1W;02:20
02.04.2019;fridge;37,4W;02:25
02.04.2019;fridge;35,7W;02:30
02.04.2019;fridge;35,6W;02:35
02.04.2019;fridge;34,1W;02:40
02.04.2019;fridge;34,5W;02:45
02.04.2019;fridge;34,5W;02:50
02.04.2019;fridge;34,5W;02:55
02.04.2019;fridge;33,3W;03:00
02.04.2019;fridge;1,6W;03:05
02.04.2019;fridge;1,6W;03:10
02.04.2019;fridge;1,6W;03:15
02.04.2019;fridge;1,6W;03:20
02.04.2019;fridge;34,9W;03:25
02.04.2019;fridge;36,8W;03:30
02.04.2019;fridge;36,8W;03:35
02.04.2019;fridge;36,8W;03:40
02.04.2019;fridge;36,8W;03:45
02.04.2019;fridge;36,8W;03:50
02.04.2019;fridge;35,1W;03:55
02.04.2019;fridge;34,5W;04:00
02.04.2019;fridge;34,5W;04:05
02.04.2019;fridge;34,4W;04:10
02.04.2019;fridge;33,2W;04:15
02.04.2019;fridge;1,6W;04:20
02.04.2019;fridge;1,6W;04:25
02.04.2019;fridge;1,6W;04:30
02.04.2019;fridge;1,6W;04:35
02.04.2019;fridge;34,3W;04:40
02.04.2019;fridge;35,2W;04:45
02.04.2019;fridge;36,8W;04:50
02.04.2019;fridge;36,1W;04:55
02.04.2019;fridge;36,1W;05:00
02.04.2019;fridge;36,1W;05:05
02.04.2019;fridge;35,0W;05:10
02.04.2019;fridge;34,0W;05:15
02.04.2019;fridge;35,0W;05:20
02.04.2019;fridge;33,6W;05:25
02.04.2019;fridge;33,2W;05:30
02.04.2019;fridge;1,4W;05:35
02.04.2019;fridge;1,4W;05:40
02.04.2019;fridge;1,4W;05:45
02.04.2019;fridge;1,7W;05:50
02.04.2019;fridge;35,2W;05:55
02.04.2019;fridge;34,6W;06:00
02.04.2019;fridge;37,6W;06:05
02.04.2019;fridge;37,6W;06:10
02.04.2019;fridge;37,1W;06:15
02.04.2019;fridge;34,9W;06:20
02.04.2019;fridge;34,5W;06:25
02.04.2019;fridge;34,6W;06:30
02.04.2019;fridge;34,5W;06:35
02.04.2019;fridge;34,3W;06:40
02.04.2019;fridge;34,3W;06:45
02.04.2019;fridge;1,6W;06:50
02.04.2019;fridge;1,6W;06:55
02.04.2019;fridge;1,6W;07:00
02.04.2019;fridge;1,7W;07:05
02.04.2019;fridge;34,3W;07:10
02.04.2019;fridge;35,7W;07:15
02.04.2019;fridge;36,8W;07:20
02.04.2019;fridge;37,5W;07:25
02.04.2019;fridge;36,2W;07:30
02.04.2019;fridge;34,8W;07:35
02.04.2019;fridge;34,8W;07:40
02.04.2019;fridge;33,9W;07:45
02.04.2019;fridge;33,9W;07:50
02.04.2019;fridge;33,7W;07:55
02.04.2019;fridge;33,5W;08:00
02.04.2019;fridge;2,5W;08:05
02.04.2019;fridge;2,5W;08:10
02.04.2019;fridge;2,5W;08:15
02.04.2019;fridge;2,5W;08:20
02.04.2019;fridge;35,3W;08:25
02.04.2019;fridge;35,3W;08:30
02.04.2019;fridge;36,7W;08:35
02.04.2019;fridge;37,2W;08:40
02.04.2019;fridge;66,1W;08:45
02.04.2019;fridge;68,0W;08:50
02.04.2019;fridge;68,0W;08:55
02.04.2019;fridge;68,0W;09:00
02.04.2019;fridge;2,7W;09:05
02.04.2019;fridge;2,7W;09:10
02.04.2019;fridge;2,7W;09:15
02.04.2019;fridge;2,7W;09:20
02.04.2019;fridge;26,1W;09:25
02.04.2019;fridge;68,1W;09:30
02.04.2019;fridge;68,1W;09:35
02.04.2019;fridge;68,1W;09:40
02.04.2019;fridge;68,1W;09:45
02.04.2019;fridge;68,1W;09:50
02.04.2019;fridge;153,8W;09:55
02.04.2019;fridge;153,8W;10:00
02.04.2019;fridge;153,8W;10:05
02.04.2019;fridge;153,8W;10:10
02.04.2019;fridge;153,8W;10:15
02.04.2019;fridge;153,8W;10:20
02.04.2019;fridge;44,1W;10:25
02.04.2019;fridge;44,1W;10:30
02.04.2019;fridge;43,9W;10:35
02.04.2019;fridge;41,0W;10:40
02.04.2019;fridge;40,7W;10:45
02.04.2019;fridge;40,7W;10:50
02.04.2019;fridge;40,6W;10:55
02.04.2019;fridge;39,4W;11:00
02.04.2019;fridge;37,4W;11:05
02.04.2019;fridge;37,0W;11:10
02.04.2019;fridge;37,0W;11:15
02.04.2019;fridge;36,4W;11:20
02.04.2019;fridge;36,4W;11:25
02.04.2019;fridge;34,4W;11:30
02.04.2019;fridge;35,5W;11:35
02.04.2019;fridge;35,1W;11:40
02.04.2019;fridge;37,0W;11:45
02.04.2019;fridge;37,3W;11:50
02.04.2019;fridge;37,3W;11:55
02.04.2019;fridge;37,0W;12:00
02.04.2019;fridge;37,0W;12:05
02.04.2019;fridge;37,0W;12:10
02.04.2019;fridge;34,8W;12:15
02.04.2019;fridge;34,6W;12:20
02.04.2019;fridge;34,6W;12:25
02.04.2019;fridge;34,9W;12:30
02.04.2019;fridge;34,5W;12:35
02.04.2019;fridge;48,6W;12:40
02.04.2019;fridge;63,4W;12:45
02.04.2019;fridge;2,8W;12:50
02.04.2019;fridge;2,8W;12:55
02.04.2019;fridge;2,8W;13:00
02.04.2019;fridge;2,8W;13:05
02.04.2019;fridge;52,9W;13:10
02.04.2019;fridge;52,9W;13:15
02.04.2019;fridge;52,9W;13:20
02.04.2019;fridge;52,9W;13:25
02.04.2019;fridge;52,9W;13:30
02.04.2019;fridge;52,9W;13:35
02.04.2019;fridge;52,9W;13:40
02.04.2019;fridge;52,9W;13:45
02.04.2019;fridge;3,9W;13:50
02.04.2019;fridge;3,9W;13:55
02.04.2019;fridge;2,6W;14:00
02.04.2019;fridge;30,0W;14:05
02.04.2019;fridge;36,3W;14:10
02.04.2019;fridge;35,4W;14:15
02.04.2019;fridge;38,4W;14:20
02.04.2019;fridge;38,4W;14:25
02.04.2019;fridge;38,1W;14:30
02.04.2019;fridge;36,2W;14:35
02.04.2019;fridge;35,9W;14:40
02.04.2019;fridge;35,8W;14:45
02.04.2019;fridge;34,4W;14:50
02.04.2019;fridge;34,0W;14:55
02.04.2019;fridge;34,7W;15:00
02.04.2019;fridge;34,7W;15:05
02.04.2019;fridge;35,3W;15:10
02.04.2019;fridge;36,6W;15:15
02.04.2019;fridge;37,1W;15:20
02.04.2019;fridge;37,9W;15:25
02.04.2019;fridge;35,7W;15:30
02.04.2019;fridge;34,7W;15:35
02.04.2019;fridge;35,1W;15:40
02.04.2019;fridge;34,7W;15:45
02.04.2019;fridge;34,7W;15:50
02.04.2019;fridge;34,1W;15:55
02.04.2019;fridge;3,0W;16:00
02.04.2019;fridge;3,0W;16:05
02.04.2019;fridge;30,1W;16:10
02.04.2019;fridge;36,2W;16:15
02.04.2019;fridge;38,4W;16:20
02.04.2019;fridge;38,4W;16:25
02.04.2019;fridge;38,7W;16:30
02.04.2019;fridge;38,2W;16:35
02.04.2019;fridge;35,8W;16:40
02.04.2019;fridge;35,3W;16:45
02.04.2019;fridge;34,9W;16:50
02.04.2019;fridge;35,1W;16:55
02.04.2019;fridge;34,5W;17:00
02.04.2019;fridge;34,5W;17:05
02.04.2019;fridge;34,6W;17:10
02.04.2019;fridge;4,0W;17:15
02.04.2019;fridge;3,0W;17:20
02.04.2019;fridge;3,0W;17:25
02.04.2019;fridge;31,9W;17:30
02.04.2019;fridge;36,2W;17:35
02.04.2019;fridge;37,3W;17:40
02.04.2019;fridge;37,0W;17:45
02.04.2019;fridge;38,0W;17:50
02.04.2019;fridge;35,9W;17:55
02.04.2019;fridge;35,7W;18:00
02.04.2019;fridge;33,8W;18:05
02.04.2019;fridge;33,5W;18:10
02.04.2019;fridge;34,7W;18:15
02.04.2019;fridge;33,9W;18:20
02.04.2019;fridge;34,3W;18:25
02.04.2019;fridge;4,1W;18:30
02.04.2019;fridge;2,0W;18:35
02.04.2019;fridge;2,0W;18:40
02.04.2019;fridge;36,3W;18:45
02.04.2019;fridge;36,5W;18:50
02.04.2019;fridge;37,1W;18:55
02.04.2019;fridge;37,2W;19:00
02.04.2019;fridge;37,2W;19:05
02.04.2019;fridge;34,9W;19:10
02.04.2019;fridge;34,9W;19:15
02.04.2019;fridge;33,8W;19:20
02.04.2019;fridge;33,8W;19:25
02.04.2019;fridge;33,9W;19:30
02.04.2019;fridge;33,9W;19:35
02.04.2019;fridge;32,6W;19:40
02.04.2019;fridge;2,3W;19:45
02.04.2019;fridge;2,3W;19:50
02.04.2019;fridge;30,1W;19:55
02.04.2019;fridge;35,4W;20:00
02.04.2019;fridge;36,1W;20:05
02.04.2019;fridge;36,1W;20:10
